campo,longitud,obligatorio,llave_unica,descripcion,formato,observaciones
19,"Hasta 12 enteros y hasta 2 decimales,\nsin comas de miles",Si,No,Importe por otros ajustes en el valor del Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
20,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de la revaluación voluntaria efectuada,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
21,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de la revaluación efectuada por reorganización de sociedades,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
22,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de otras revaluaciones efectuada,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
23,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Importe del valor del ajuste por inflación del Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
24,10,Si,No,Fecha de adquisición del Activo Fijo,DD/MM/AAAA,1. Obligatorio\n2. Menor o igual al periodo informado\n3. Menor o igual al periodo señalado en el campo 1.
25,10,Si,No,Fecha de inicio del Uso del Activo Fijo,DD/MM/AAAA,1. Obligatorio\n2. Menor o igual al periodo informado\n3. Menor o igual al periodo señalado en el campo 1.
26,1,Si,No,Código del Método aplicado en el cálculo de la depreciación,Alfanumérico,1. Obligatorio\n2. Validar con parámetro tabla 20
27,Hasta 20,Si,No,Número de documento de autorización para cambiar el método de la depreciación,Alfanumérico,1. Obligatorio
28,"Hasta 3\nenteros y 2 decimales,",Si,No,Porcentaje de la depreciación,Numérico,"1. Obligatorio, solo si campo 26 es '1' 2. ###.##\n3. El porcentaje debe ser mayor o igual a 0 y menor o igual a 100"
29,"Hasta 12 enteros y hasta 2 decimales,\nsin comas de miles",Si,No,Depreciación acumulada al cierre del ejercicio anterior.,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
30,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de la depreciación del ejercicio sin considerar la revaluación,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
31,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de la depreciación del ejercicio\nrelacionada con los retiros y/o bajas del Activo Fijo,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
32,"Hasta 12 enteros y hasta 2 decimales,\nsin comas de miles",Si,No,Valor de la depreciación relacionada con otros ajustes,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
33,"Hasta 12 enteros y hasta 2 decimales,\nsin comas de miles",Si,No,Valor de la depreciación de la revaluación voluntaria efectuada,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
34,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de la depreciación de la\nrevaluación efectuada por reorganización de sociedades,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
35,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor de la depreciación de otras revaluaciones efectuadas,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
36,"Hasta 12 enteros y hasta 2 decimales, sin comas de\nmiles",Si,No,Valor del ajuste por inflación de la depreciación,Numérico,"1. Obligatorio\n2. Positivo o negativo\n3. Si no existe, registrar '0.00'"
37,1,Si,No,Indica el estado de la operación,Numérico,1. Obligatorio\n2. Registrar '1' cuando la operación corresponde al periodo.\n3. Registrar '8' cuando la operación corresponde a un periodo anterior y NO ha sido anotada en dicho periodo.\n4. Registrar '9' cuando la operación corresponde a un periodo anterior y SI ha sido anotada en dicho periodo.
38 al 76,Hasta 200,No,No,Campos de libre utilización.,Texto,"1. En caso de no tener la necesidad de utilizarlos, no incluya  ni la información ni los palotes."
